-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518
,10033,14283,,,12621,14021,,,12399,13781,,,10887,13749,,,13299,14961,,,26213,30516,,,24056,22530,,,23286,25359,,,25835,25646,,,22836,23234
,8572,9537,,,9068,9868,,,6819,9648,,,8246,10020,,,8514,9518,,,21011,25920,,,22934,30399,,,21233,20985,,,15841,26605,,,14583,24069
,6238,9915,,,6408,8308,,,8579,10306,,,6356,10300,,,6265,12614,,,20105,26507,,,20398,21520,,,14609,19636,,,17497,18521,,,12503,17386
,5763,9029,,,6160,8060,,,6473,10248,,,5919,8566,,,7634,7927,,,15809,19433,,,12947,22660,,,11845,16780,,,13631,17217,,,15124,17667
,4556,8155,,,4556,6456,,,6271,8527,,,6688,7607,,,6167,8442,,,16871,14172,,,17797,14994,,,10880,17100,,,14094,16832,,,19310,17960
,6499,8266,,,6193,8093,,,5886,8416,,,4648,8807,,,6877,8364,,,16774,20098,,,16558,19270,,,17764,19062,,,14792,16180,,,13090,17165
,6284,8559,,,5991,7891,,,4478,7464,,,6649,8898,,,6506,8781,,,13781,18671,,,20040,19342,,,12008,16650,,,14498,20978,,,16043,18508
,6336,8494,,,6291,8191,,,7301,8748,,,6323,8683,,,6043,8905,,,20646,25790,,,16187,20196,,,16219,16167,,,16826,20842,,,13312,17458
,5841,8605,,,6291,8191,,,5926,8279,,,7418,8579,,,6167,8598,,,15861,18469,,,13344,21194,,,15757,18240,,,12282,18658,,,17934,15985
,6317,8090,,,6558,8458,,,6043,8279,,,6604,8435,,,6441,8272,,,16526,18879,,,15633,18560,,,13149,17184,,,20209,19981,,,16891,17641
,5880,7471,,,6493,8393,,,6265,7451,,,6082,8305,,,5847,8592,,,13683,18240,,,16089,19257,,,16161,18338,,,22263,16291,,,11878,16122
,6180,8116,,,6304,8204,,,6291,8768,,,6982,8879,,,5919,7529,,,18416,19134,,,18560,17575,,,16839,14733,,,13292,16663,,,14133,14590
,6108,8279,,,5984,7884,,,6773,8005,,,6180,7288,,,5573,9179,,,13299,18475,,,16982,15587,,,14466,18247,,,12086,16910,,,13214,18918
,5912,8827,,,6095,7995,,,5919,8644,,,6473,8448,,,5945,8709,,,12608,22954,,,18475,21161,,,16754,18873,,,15704,18038,,,15196,17999
,6454,7614,,,6506,8406,,,7360,8377,,,6323,8481,,,6486,8416,,,20600,19368,,,20985,19407,,,17869,17243,,,15268,17575,,,15744,15046
,5854,8285,,,6180,8080,,,6291,8598,,,5789,7999,,,6897,8122,,,14655,21995,,,16871,21813,,,14329,18306,,,14935,19518,,,15620,18273
,5978,9081,,,5978,7878,,,6095,8664,,,6753,7855,,,6362,8872,,,16761,17784,,,15013,18188,,,14251,15711,,,18710,20763,,,14889,18071
,6212,8370,,,6010,7910,,,6832,8872,,,6395,8038,,,5926,8468,,,21285,22413,,,19740,19453,,,12627,17830,,,15952,17615,,,15131,17601
,6141,7979,,,7138,9038,,,6010,7314,,,6088,8331,,,5697,8605,,,12093,21396,,,15744,21585,,,15372,18273,,,18201,19688,,,14981,16976
,6571,8312,,,6284,8184,,,6147,8540,,,6362,8357,,,6199,8553,,,18899,21324,,,18240,23365,,,13833,19961,,,13879,19603,,,17073,19570
,6193,8572,,,6147,8047,,,5691,7986,,,5939,7366,,,6747,8422,,,15711,16076,,,14889,17471,,,17184,18299,,,12321,18997,,,12132,15222
,6036,8527,,,6343,8243,,,6030,8774,,,6630,8748,,,6095,8364,,,13723,23423,,,11506,20861,,,15691,19068,,,19583,21363,,,15952,18579
,5912,7379,,,7914,9814,,,6734,8285,,,5873,8416,,,4491,8703,,,20340,20626,,,18879,22576,,,12106,17106,,,17588,20177,,,11037,16369
,6147,8546,,,6180,8080,,,6108,8325,,,6121,7946,,,6245,8709,,,18149,19081,,,13234,17797,,,13260,20300,,,11597,16304,,,12836,16702
,4504,8683,,,6467,8367,,,5665,8429,,,6238,8664,,,6160,7966,,,17530,16930,,,15744,16878,,,14883,14857,,,13527,17667,,,10984,18136
,6030,8579,,,6493,8393,,,6310,8220,,,6154,8149,,,6688,8090,,,17843,18638,,,18716,20796,,,12725,18332,,,11871,19166,,,14146,17425
,6291,8070,,,6199,8099,,,6095,8859,,,6727,8729,,,6506,7927,,,20705,20431,,,12888,20776,,,13931,19407,,,15672,20842,,,12099,17914
,6238,8272,,,6062,7962,,,6336,8729,,,6212,8253,,,5939,7405,,,19127,20353,,,16017,20881,,,16747,17517,,,13097,16741,,,14753,17347
,5919,8325,,,6551,8451,,,6030,8403,,,5991,7327,,,5658,7999,,,14401,19466,,,16526,21396,,,15567,19609,,,17699,20203,,,14055,19929
,6095,8312,,,6121,8021,,,5939,8188,,,6056,8188,,,6388,7940,,,17738,17478,,,18938,18136,,,14772,13729,,,13899,16096,,,13553,14674
,7523,8774,,,6186,8486,,,5560,7314,,,5587,8370,,,6375,8057,,,14453,19238,,,17549,20939,,,17601,16474,,,11369,19414,,,14068,18025
,6030,8409,,,6467,8767,,,6102,8853,,,6610,8083,,,5886,7418,,,15678,17491,,,13690,20620,,,16806,18097,,,15026,18012,,,14903,17869
,4452,8109,,,5958,8258,,,6877,8677,,,6291,7340,,,5776,8566,,,19147,20490,,,15665,18742,,,15242,19636,,,15339,20196,,,17145,16695
,5880,8233,,,6819,9119,,,6395,8233,,,6251,8481,,,6056,10163,,,14994,15457,,,13344,15189,,,13429,19622,,,16976,16408,,,13227,15920
,6643,7431,,,6421,8721,,,6532,7347,,,6010,7927,,,5489,8272,,,14309,22224,,,19310,19551,,,12132,17751,,,11832,18032,,,14172,17113
,6493,7418,,,6082,8382,,,7458,8657,,,6278,10854,,,6623,7464,,,16395,18795,,,17738,21493,,,14811,16122,,,15209,20965,,,16643,16787
,6186,8240,,,5945,8245,,,6095,8488,,,6597,7601,,,5952,8540,,,14127,19186,,,14981,22849,,,14433,18371,,,13983,22315,,,15450,19212
,6049,8977,,,6291,8591,,,6793,8201,,,6265,8279,,,6062,9374,,,21480,16232,,,17778,19244,,,17041,16793,,,20157,18299,,,12445,18925
,6219,8448,,,7021,9321,,,6291,8970,,,6160,8507,,,6121,8481,,,19798,18814,,,18469,18090,,,15242,16845,,,17047,14179,,,12321,14009
,6421,8259,,,7783,10083,,,6095,8481,,,6278,8540,,,5926,8051,,,16024,17510,,,14720,19870,,,14361,20183,,,11760,17354,,,11884,20457
,6422,8260,,,6219,8519,,,6284,9316,,,6180,9166,,,6297,8109,,,14831,20209,,,19049,16219,,,15424,18449,,,17282,19636,,,11011,19812
,8572,9537,,,5743,8043,,,6251,8122,,,7783,8259,,,6160,8136,,,21598,18208,,,14440,20542,,,17719,18266,,,15118,19975,,,14446,17458
,6238,9915,,,6186,8486,,,5926,8149,,,6225,8533,,,6186,9257,,,14616,18338,,,15757,21409,,,17060,15900,,,14049,20607,,,15111,16265
