-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518
,10033,14283,,,12621,14021,,,12399,13781,,,10887,13749,,,13299,14961,,,26213,29987,,,24056,22530,,,23286,25359,,,25835,25646,,,22836,23234
,8572,9537,,,9068,9868,,,6819,9648,,,8246,10020,,,8514,9518,,,20111,25020,,,22134,29599,,,21233,20985,,,15841,26605,,,14583,24069
,6238,9915,,,6408,8308,,,8579,10306,,,6356,10300,,,6265,12614,,,19205,25607,,,19598,20720,,,14609,19636,,,17497,18521,,,12503,17386
,5763,9029,,,6160,8060,,,6473,10248,,,5919,8566,,,7634,7927,,,14909,18533,,,12147,21860,,,11845,16780,,,13631,17217,,,15124,17667
,4556,8155,,,4556,6456,,,6271,8527,,,6688,7607,,,6167,8442,,,15971,13272,,,16997,14194,,,10880,17100,,,14094,16832,,,19310,17960
,6499,8266,,,6193,8093,,,5886,8416,,,4648,8807,,,6877,8364,,,15874,19198,,,15758,18470,,,17764,19062,,,14792,16180,,,13090,17165
,6284,8559,,,5991,7891,,,4478,7464,,,6649,8898,,,6506,8781,,,12881,17771,,,19240,18542,,,12008,16650,,,14498,20978,,,16043,18508
,6336,8494,,,6291,8191,,,7301,8748,,,6323,8683,,,6043,8905,,,19746,24890,,,15387,19396,,,16219,16167,,,16826,20842,,,13312,17458
,5841,8605,,,6291,8191,,,5926,8279,,,7418,8579,,,6167,8598,,,14961,17569,,,12544,20394,,,15757,18240,,,12282,18658,,,17934,15985
,6317,8090,,,6558,8458,,,6043,8279,,,6604,8435,,,6441,8272,,,15626,17979,,,14833,17760,,,13149,17184,,,20209,19981,,,16891,17641
,5880,7471,,,6493,8393,,,6265,7451,,,6082,8305,,,5847,8592,,,12783,17340,,,15289,18457,,,16161,18338,,,22263,16291,,,11878,16122
,6180,8116,,,6304,8204,,,6291,8768,,,6982,8879,,,5919,7529,,,17516,18234,,,17760,16775,,,16839,14733,,,13292,16663,,,14133,14590
,6108,8279,,,5984,7884,,,6773,8005,,,6180,7288,,,5573,9179,,,12399,17575,,,16182,14787,,,14466,18247,,,12086,16910,,,13214,18918
,5912,8827,,,6095,7995,,,5919,8644,,,6473,8448,,,5945,8709,,,11708,22054,,,17675,20361,,,16754,18873,,,15704,18038,,,15196,17999
,6454,7614,,,6506,8406,,,7360,8377,,,6323,8481,,,6486,8416,,,19700,18468,,,20185,18607,,,17869,17243,,,15268,17575,,,15744,15046
,5854,8285,,,6180,8080,,,6291,8598,,,5789,7999,,,6897,8122,,,13755,21095,,,16071,21013,,,14329,18306,,,14935,19518,,,15620,18273
,5978,9081,,,5978,7878,,,6095,8664,,,6753,7855,,,6362,8872,,,15861,16884,,,14213,17388,,,14251,15711,,,18710,20763,,,14889,18071
,6212,8370,,,6010,7910,,,6832,8872,,,6395,8038,,,5926,8468,,,20385,21513,,,18940,18653,,,12627,17830,,,15952,17615,,,15131,17601
,6141,7979,,,7138,9038,,,6010,7314,,,6088,8331,,,5697,8605,,,11193,20496,,,14944,20785,,,15372,18273,,,18201,19688,,,14981,16976
,6571,8312,,,6284,8184,,,6147,8540,,,6362,8357,,,6199,8553,,,17999,20424,,,17440,22565,,,13833,19961,,,13879,19603,,,17073,19570
,6193,8572,,,6147,8047,,,5691,7986,,,5939,7366,,,6747,8422,,,14811,15176,,,14089,16671,,,17184,18299,,,12321,18997,,,12132,15222
,6036,8527,,,6343,8243,,,6030,8774,,,6630,8748,,,6095,8364,,,12823,22523,,,10706,20061,,,15691,19068,,,19583,21363,,,15952,18579
,5912,7379,,,7914,9814,,,6734,8285,,,5873,8416,,,4491,8703,,,19440,19726,,,18079,21776,,,12106,17106,,,17588,20177,,,11037,16369
,6147,8546,,,6180,8080,,,6108,8325,,,6121,7946,,,6245,8709,,,17249,18181,,,12434,16997,,,13260,20300,,,11597,16304,,,12836,16702
,4504,8683,,,6467,8367,,,5665,8429,,,6238,8664,,,6160,7966,,,16630,16030,,,14944,16078,,,14883,14857,,,13527,17667,,,10984,18136
,6030,8579,,,6493,8393,,,6310,8220,,,6154,8149,,,6688,8090,,,16943,17738,,,17916,19996,,,12725,18332,,,11871,19166,,,14146,17425
,6291,8070,,,6199,8099,,,6095,8859,,,6727,8729,,,6506,7927,,,19805,19531,,,12088,19976,,,13931,19407,,,15672,20842,,,12099,17914
,6238,8272,,,6062,7962,,,6336,8729,,,6212,8253,,,5939,7405,,,18227,19453,,,15217,20081,,,16747,17517,,,13097,16741,,,14753,17347
,5919,8325,,,6551,8451,,,6030,8403,,,5991,7327,,,5658,7999,,,13501,18566,,,15726,20596,,,15567,19609,,,17699,20203,,,14055,19929
,6095,8312,,,6121,8021,,,5939,8188,,,6056,8188,,,6388,7940,,,16838,16578,,,18138,17336,,,14772,13729,,,13899,16096,,,13553,14674
,7523,8774,,,6186,8486,,,5560,7314,,,5587,8370,,,6375,8057,,,13553,18338,,,16749,20139,,,17601,16474,,,11369,19414,,,14068,18025
,6030,8409,,,6467,8767,,,6102,8853,,,6610,8083,,,5886,7418,,,14778,16591,,,12890,19820,,,16806,18097,,,15026,18012,,,14903,17869
,4452,8109,,,5958,8258,,,6877,8677,,,6291,7340,,,5776,8566,,,18247,19590,,,14865,17942,,,15242,19636,,,15339,20196,,,17145,16695
,5880,8233,,,6819,9119,,,6395,8233,,,6251,8481,,,6056,10163,,,14094,14557,,,12544,14389,,,13429,19622,,,16976,16408,,,13227,15920
,6643,7431,,,6421,8721,,,6532,7347,,,6010,7927,,,5489,8272,,,13409,21324,,,18510,18751,,,12132,17751,,,11832,18032,,,14172,17113
,6493,7418,,,6082,8382,,,7458,8657,,,6278,10854,,,6623,7464,,,15495,17895,,,16938,20693,,,14811,16122,,,15209,20965,,,16643,16787
,6186,8240,,,5945,8245,,,6095,8488,,,6597,7601,,,5952,8540,,,13227,18286,,,14181,22049,,,14433,18371,,,13983,22315,,,15450,19212
,6049,8977,,,6291,8591,,,6793,8201,,,6265,8279,,,6062,9374,,,20580,15332,,,16978,18444,,,17041,16793,,,20157,18299,,,12445,18925
,6219,8448,,,7021,9321,,,6291,8970,,,6160,8507,,,6121,8481,,,18898,17914,,,17669,17290,,,15242,16845,,,17047,14179,,,12321,14009
,6421,8259,,,7783,10083,,,6095,8481,,,6278,8540,,,5926,8051,,,15124,16610,,,13920,19070,,,14361,20183,,,11760,17354,,,11884,20457
,6422,8260,,,6219,8519,,,6284,9316,,,6180,9166,,,6297,8109,,,13931,19309,,,18249,15419,,,15424,18449,,,17282,19636,,,11011,19812
,8572,9537,,,5743,8043,,,6251,8122,,,7783,8259,,,6160,8136,,,20698,17308,,,13640,19742,,,17719,18266,,,15118,19975,,,14446,17458
,6238,9915,,,6186,8486,,,5926,8149,,,6225,8533,,,6186,9257,,,13716,17438,,,14957,20609,,,17060,15900,,,14049,20607,,,15111,16265
,5763,9029,,,6212,8512,,,5978,8448,,,5828,8696,,,6023,7770,,,17093,19596,,,18796,17310,,,16017,18221,,,17347,19368,,,14088,20757
,4556,8155,,,5873,8173,,,6193,8181,,,4420,8442,,,5815,8735,,,15202,17099,,,17277,18510,,,15815,17908,,,15952,15796,,,13051,17778
,6499,8266,,,5854,8154,,,6017,8957,,,6727,8592,,,6675,8285,,,16525,16512,,,12727,16247,,,14570,17230,,,16448,16584,,,12614,17465
,6284,8559,,,6297,8597,,,5984,7842,,,6251,8370,,,6030,7953,,,17412,18657,,,16443,15387,,,13436,15626,,,12966,16787,,,14361,17230
,6336,8494,,,6506,8806,,,6467,8481,,,6069,8292,,,6278,7405,,,20261,21076,,,16775,22102,,,13357,18045,,,12927,20001,,,13201,18371
,5841,8605,,,6121,8421,,,6128,8429,,,6382,7158,,,5782,8820,,,12725,14068,,,11371,17245,,,16519,18071,,,12151,14942,,,15092,15261
,6317,8090,,,5952,8452,,,6160,8259,,,6206,8390,,,6193,8879,,,18103,20704,,,15472,20433,,,13866,16747,,,14035,16096,,,15000,15176
,5880,7471,,,6251,8751,,,5723,7347,,,5802,8448,,,6584,7836,,,14381,18292,,,17753,16241,,,16813,15039,,,14857,14016,,,11193,14700
,6180,8116,,,6317,8817,,,5919,8781,,,6375,8488,,,5991,7418,,,15189,18227,,,14591,17629,,,12288,17230,,,15874,15672,,,19068,18247
