-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518,-,-,64,1518
,15489,17745,,,17204,18149,,,17751,18097,,,17321,17204,,,17067,24571,,,,30236,28476,,,28528,29382,,,19701,21141,,,20783,20405,,,18742,21063
,7594,10255,,,7021,9444,,,7451,10037,,,7960,10244,,,7868,9098,,,,17458,18743,,,16832,21363,,,16587,19193,,,14088,18756,,,14401,16852
,7464,8586,,,6858,8642,,,5958,9418,,,6969,8927,,,7484,9783,,,,15105,21174,,,15633,20386,,,15674,20725,,,16017,15731,,,14994,19910
,7145,8696,,,7810,8062,,,7262,8596,,,6258,9025,,,5926,9314,,,,17217,17524,,,15900,19049,,,14657,17048,,,14518,16774,,,15972,18345
,6004,9446,,,7203,9209,,,7894,10115,,,7021,8744,,,6649,9287,,,,15509,18919,,,16037,20901,,,17988,18717,,,18332,17432,,,12829,16644
,7973,8996,,,6929,9366,,,7392,10102,,,6923,10074,,,7034,9444,,,,17328,20210,,,15907,19616,,,14064,19492,,,16448,18071,,,15176,18651
,6760,8612,,,6623,9483,,,7581,9548,,,7849,9390,,,7034,9040,,,,15203,21781,,,17445,18938,,,13444,17348,,,13436,18854,,,15835,16754
,6643,8925,,,7314,8199,,,7145,9607,,,6212,9227,,,7184,8955,,,,17862,18658,,,17445,17993,,,12858,19486,,,16109,19851,,,17960,17145
,5684,9251,,,7021,9033,,,7236,9437,,,7373,8451,,,7125,9679,,,,15926,20118,,,17804,17354,,,18034,16200,,,14374,16611,,,14120,17322
,7158,8990,,,6995,9046,,,7764,9900,,,7379,9364,,,6995,9072,,,,15881,18176,,,17784,16852,,,17982,17400,,,15991,17302,,,17152,19688
,7021,9205,,,6799,9724,,,7340,9170,,,6982,9494,,,7047,8844,,,,14283,20601,,,16982,20301,,,13138,18515,,,12966,18026,,,14759,19688
,7562,9238,,,7268,8616,,,7268,9183,,,7014,9051,,,7471,9170,,,,16767,17576,,,15652,18130,,,12786,15783,,,15333,18508,,,16395,18091
,5749,9094,,,7340,9092,,,7027,9066,,,7014,9181,,,7503,9118,,,,15105,19056,,,15737,19030,,,14285,17074,,,18240,19766,,,13005,17172
,7119,8853,,,7255,8701,,,7027,9248,,,7092,8972,,,7268,9477,,,,15457,20627,,,16637,18280,,,13744,18176,,,16102,18000,,,15939,19662
,6636,8996,,,6669,8675,,,7490,9470,,,6877,9142,,,6812,9033,,,,18182,20197,,,16480,20679,,,13347,20914,,,13644,19310,,,18058,17465
,6890,8788,,,6890,9255,,,7366,8681,,,5541,9429,,,7497,8668,,,,16291,17726,,,18228,19988,,,13308,18032,,,15861,17172,,,14837,18475
,5939,9694,,,6564,8818,,,8207,10499,,,8970,9885,,,8892,10318,,,,15835,19701,,,16637,19708,,,18054,19186,,,18175,15979,,,16063,18371
