,6649,7693,,,7340,9308,,,7399,8116,,,7262,8981,,,7503,9070,,,,13973,15923,,,15609,18043,,,16103,21328,,,15463,17658,,,18169,18010
,7086,7986,,,5587,9386,,,6343,8983,,,7353,9144,,,7014,9227,,,,16326,18276,,,16489,18962,,,16905,17755,,,18045,19555,,,14564,18558
,7190,8501,,,7177,8708,,,7132,8383,,,7510,8857,,,7262,9298,,,,15329,17279,,,15661,17078,,,14956,16236,,,16245,18154,,,17764,18877
,6714,9029,,,7053,8851,,,8416,10059,,,7379,10649,,,9009,10302,,,,15948,17898,,,14827,19849,,,17772,19170,,,17901,15859,,,14388,19451
,6819,8899,,,5723,8584,,,7718,8344,,,7138,9222,,,7673,9025,,,,16280,18230,,,14097,18258,,,16058,17631,,,15066,17287,,,16813,18056
,7177,8794,,,7119,9040,,,7288,8918,,,6486,8916,,,7040,8425,,,,18158,20108,,,17637,16785,,,16886,18010,,,15672,19536,,,13423,19549
,7099,8377,,,6753,8623,,,7008,8801,,,6460,8870,,,5802,9070,,,,17141,19091,,,16848,19894,,,13600,17247,,,17171,17776,,,16813,17169
,7901,8253,,,7712,8741,,,5652,9198,,,7360,9294,,,7497,9572,,,,16248,18198,,,16228,17978,,,15386,20963,,,14094,19666,,,13397,18317
,6982,8501,,,7477,8571,,,6923,9114,,,7282,9340,,,6890,9435,,,,15479,17429,,,16828,16407,,,18437,19574,,,15659,17384,,,17328,19269
,7249,9303,,,7034,10299,,,7712,9048,,,6662,9027,,,7568,9611,,,,19338,21288,,,19475,19594,,,16130,18903,,,16539,19718,,,13886,16674
,6858,8345,,,7164,8617,,,7099,8546,,,6871,9059,,,7471,8901,,,,16261,18211,,,14814,17945,,,18216,17808,,,14003,17267,,,15378,17750
,7431,8169,,,8390,10266,,,5645,9035,,,5358,9151,,,6682,9109,,,,15459,17409,,,15557,17072,,,15060,16980,,,15926,19373,,,16422,18643
,7477,8957,,,7614,10070,,,6675,9257,,,5932,8883,,,6838,8972,,,,15413,17363,,,14983,20494,,,16019,20956,,,15411,16276,,,15522,16433
,6753,8182,,,6982,9503,,,7092,9720,,,6819,9587,,,6806,9846,,,,16639,18589,,,15811,20605,,,17662,20135,,,16682,20038,,,17373,17906
,7125,9433,,,6793,8734,,,7099,8657,,,6825,9105,,,7679,9338,,,,16398,18348,,,16013,19823,,,14793,19320,,,14140,18251,,,15059,19138
,6688,8032,,,6975,9269,,,7171,8957,,,7073,8297,,,7444,9338,,,,16502,18452,,,15427,18284,,,16429,18564,,,14485,16602,,,16441,16446
,6695,8481,,,7060,9158,,,7040,8677,,,5639,9118,,,6929,8725,,,,16235,18185,,,15387,17137,,,17518,17879,,,17836,20970,,,15913,19210
,6988,7667,,,7334,8936,,,6760,8957,,,7621,8877,,,6258,9318,,,,14859,16809,,,16522,18102,,,15582,18094,,,15222,19621,,,13331,16394
,6467,8579,,,6747,8708,,,6969,9264,,,6819,9138,,,7229,8223,,,,15289,17239,,,17923,17482,,,18920,17592,,,18436,17984,,,14648,17854
,6969,9883,,,7321,8243,,,7581,8918,,,7282,8505,,,7510,8953,,,,15413,17363,,,17949,21583,,,16632,16797,,,16043,16413,,,16845,19438
,6630,9212,,,6669,8165,,,7105,9296,,,5652,8525,,,6884,9813,,,,17128,19078,,,17637,17560,,,19148,16308,,,18384,17860,,,15320,18656
,7145,8970,,,7151,8484,,,7066,8594,,,6545,9111,,,7262,9266,,,,16033,17983,,,19253,17039,,,17518,16862,,,15887,16309,,,17106,17456
,7034,9127,,,7073,9579,,,6923,8568,,,7073,8929,,,7686,8888,,,,16007,17957,,,16587,16224,,,15536,18296,,,17934,20351,,,14570,19295
,8357,9231,,,7138,9260,,,8253,9259,,,6577,8701,,,7770,9827,,,,16183,18133,,,16874,20266,,,17896,17736,,,16259,18590,,,16317,16909
,6793,9557,,,7321,8204,,,7464,8177,,,5665,9164,,,7334,9344,,,,16267,18217,,,17910,19555,,,17068,17449,,,15176,16420,,,14133,18825
,7112,8273,,,6219,8771,,,7119,8529,,,6636,8922,,,6949,9246,,,,15335,17285,,,16769,19581,,,14982,17964,,,17452,19753,,,15835,17019
,6727,8488,,,7008,8621,,,6916,8399,,,6538,9151,,,7594,8770,,,,15818,17768,,,16528,18819,,,18137,18075,,,14713,19714,,,15398,19255
,7255,9362,,,7464,9103,,,7197,8194,,,7255,8251,,,6871,9422,,,,17330,19280,,,16528,18043,,,16169,16067,,,15515,18384,,,13305,17111
,7014,9153,,,7301,8275,,,6656,9416,,,7203,9144,,,6982,9690,,,,18132,20082,,,17128,17502,,,17394,17866,,,14935,19884,,,18410,19379
,6643,9036,,,7158,9455,,,7210,8712,,,6936,8877,,,7053,9201,,,,19703,21653,,,17695,16837,,,15412,22195,,,18429,18651,,,18019,17326
,6167,8673,,,6551,8249,,,6577,8607,,,6780,8753,,,7431,9142,,,,16411,18361,,,17917,16987,,,15523,16530,,,18410,17576,,,16513,19666
,7744,9938,,,7021,8675,,,6525,8666,,,8044,8355,,,6545,9461,,,,16991,18941,,,18099,16817,,,13620,20181,,,16923,16487,,,16330,17580
,7229,9468,,,7190,8551,,,7099,9650,,,7516,9125,,,7145,9383,,,,17506,19456,,,15453,16530,,,16182,19881,,,17432,20020,,,17367,17234
,6851,8931,,,6858,8949,,,6845,9298,,,7184,9470,,,6969,8660,,,,16443,18393,,,18119,18877,,,16958,19783,,,16558,19160,,,17543,15885
,7112,8412,,,7092,8617,,,7327,8451,,,6669,8662,,,7712,9057,,,,18327,20277,,,15211,18910,,,17186,19222,,,16167,18371,,,17249,19164
,7034,9755,,,6956,9203,,,8188,9624,,,7444,9105,,,8109,9846,,,,15831,17781,,,15844,18578,,,16781,18518,,,16761,18651,,,16650,17482
,6812,8894,,,7001,8754,,,6851,8001,,,7171,8922,,,7119,8751,,,,16626,18576,,,16639,18499,,,16768,18238,,,16180,18084,,,16819,16830
,7138,8751,,,7282,8917,,,7334,9148,,,7301,8955,,,6936,9768,,,,15218,17168,,,18060,18434,,,16964,18746,,,15528,17243,,,16519,19327
,7262,8992,,,5821,8708,,,6995,9005,,,6793,9151,,,5815,9259,,,,18008,19958,,,14690,18160,,,17746,18707,,,15515,16963,,,17008,17508
,7673,9924,,,7060,8799,,,7601,8744,,,6995,8531,,,7529,9116,,,,14455,16405,,,16065,18610,,,18235,17912,,,13605,21611,,,15522,16641
,6812,8783,,,7079,8643,,,6877,8998,,,5547,9151,,,6851,9461,,,,15935,17885,,,16659,18930,,,19487,16986,,,17315,16063,,,17236,18936
,7229,9031,,,6851,8884,,,6375,8692,,,7568,8812,,,6727,9090,,,,16437,18387,,,17682,19275,,,15706,20161,,,17797,19773,,,17980,17547
,7216,9305,,,6982,8721,,,7053,8933,,,7151,8453,,,7151,9579,,,,18432,20382,,,15798,20051,,,16019,19437,,,17751,19349,,,18566,15878
,6753,8673,,,7770,10266,,,5476,9266,,,7288,9659,,,6864,9598,,,,15387,17337,,,17330,20136,,,17453,18968,,,17289,19101,,,14524,18897
,6577,8849,,,6317,8591,,,7392,8855,,,7216,8518,,,6923,9044,,,,18295,20245,,,15153,21257,,,17831,18499,,,17725,18625,,,15867,18121
,6975,8588,,,6903,8988,,,6884,8594,,,7027,8929,,,6832,8862,,,,16039,17989,,,17226,17411,,,17368,18609,,,17425,18436,,,15717,16733
,6858,8471,,,6317,9314,,,7216,8529,,,6649,8981,,,7138,8849,,,,17291,19241,,,14038,18245,,,18672,18023,,,18090,18606,,,16024,20625
,7099,8138,,,7216,8656,,,7125,8868,,,7692,8720,,,6304,8770,,,,19214,21164,,,16157,18578,,,15999,17527,,,14746,18254,,,16734,19686
,7027,9116,,,6858,8043,,,7066,8118,,,5730,8857,,,7477,9083,,,,16267,18217,,,17441,19314,,,17662,17905,,,15952,18743,,,18521,19412
,6734,9292,,,6956,9953,,,6884,8581,,,7301,8942,,,6858,8281,,,,16958,18908,,,16633,19523,,,19141,18114,,,14974,19075,,,14974,18395
,7047,9279,,,6929,8616,,,7092,8555,,,6969,9238,,,7203,8633,,,,15511,17461,,,17839,20305,,,15184,17840,,,14361,19356,,,14642,17541
,7621,9318,,,7288,8903,,,7151,8607,,,7105,8494,,,7125,8979,,,,17226,19176,,,15250,16830,,,14539,17892,,,15320,19473,,,15385,17072
,7262,8986,,,7353,8075,,,6858,7825,,,5736,9244,,,6890,8483,,,,15668,17618,,,18764,17574,,,15980,17645,,,15528,18678,,,16591,18480
,6004,8040,,,7125,8401,,,7836,8927,,,6669,9205,,,6877,9311,,,,17213,19163,,,17506,18949,,,17538,17944,,,15092,18854,,,17386,17717
,6949,8092,,,7151,9034,,,7060,8620,,,6584,8866,,,7705,9403,,,,16567,18517,,,15733,20064,,,18965,17866,,,15678,20438,,,17888,17124
