98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,1518
28084,32726,29962,29493,28743,29143,32628,,,30203,32016,28384,30438,30516,34499,31135,,,28528,29049,29734,28476,31820,32120,32420,,,28889,29199,28208,28880,29753,30053,30253,,,31829,32029,27961,30679,33815,34415,35315
16154,15698,14889,15828,14922,15322,18462,,,15757,18527,16891,17445,18899,21611,21402,,,17256,15183,16337,19088,20503,20803,21103,,,16151,16461,15913,17439,19851,20151,20351,,,15002,15202,16324,18625,20868,21468,22368
16135,15822,15652,17484,18677,19077,18332,,,17210,14225,16402,16428,17608,19655,19192,,,14935,17184,17569,16369,18521,18821,19121,,,14951,15261,16239,17947,16845,17145,17345,,,14846,15046,17432,16780,17504,18104,19004
16467,13455,16819,15880,17002,17402,18038,,,15652,16708,15437,15483,19062,17139,20659,,,17823,14205,16826,17712,15704,16004,16304,,,13960,14270,15607,18097,18260,18560,18760,,,15113,15313,16884,15020,19362,19962,20862
15652,14968,16624,16989,14955,15355,17601,,,13631,15118,15079,16408,16480,18808,18475,,,14779,16793,15607,15626,16376,16676,16976,,,15284,15594,16852,15770,19890,20190,20390,,,14337,14537,18273,17967,16845,17445,18345
15959,17334,13872,15515,17641,18041,16995,,,16552,18547,18410,17060,17478,16747,20887,,,15391,17425,14088,17341,17882,18182,18482,,,13875,14185,16747,17328,17804,18104,18304,,,13575,13775,14870,18684,16213,16813,17713
16500,14844,14948,13964,16232,16632,16826,,,17165,14700,16278,18227,18873,19270,19251,,,15398,15900,17862,19010,19336,19636,19936,,,17402,17712,15476,17628,19140,19440,19640,,,15628,15828,16337,18006,19055,19655,20555
15131,16545,16526,16995,18423,18823,16611,,,14929,17680,15848,15939,15691,17217,18325,,,16910,14655,16311,15900,16624,16924,17224,,,15675,15985,15535,18286,16435,16735,16935,,,15452,15652,16056,16500,19701,20301,21201
15646,13859,15776,15033,17080,17480,16715,,,19107,16493,16904,17171,17556,18306,20920,,,15665,15391,15378,17751,17601,17901,18201,,,16679,16989,15307,19329,18651,18951,19151,,,15218,15418,18566,18234,17810,18410,19310
16135,15711,13045,13709,17393,17793,16650,,,18599,19127,16884,18253,18912,18077,19160,,,17217,18051,14485,17041,18384,18684,18984,,,16118,16428,16017,15815,16500,16800,17000,,,17825,18025,15809,17373,20379,20979,21879
12432,13364,13142,13879,17373,17773,17100,,,17015,14622,17269,15261,19518,16298,17536,,,16115,13853,17412,14942,18938,19238,19538,,,15323,15633,17380,17021,18077,18377,18577,,,15583,15783,17393,16272,17002,17602,18502
13436,15359,14876,17067,15033,15433,16878,,,15737,13899,16995,18090,16389,18879,19036,,,17582,16552,17021,17100,19120,19420,19720,,,14012,14322,17680,17615,16187,16487,16687,,,15491,15691,19342,15098,19192,19792,20692
14094,13129,15079,15202,15828,16228,17145,,,14805,17165,16839,15033,17706,17073,17634,,,14192,14870,15933,14824,16343,16643,16943,,,17637,17947,18175,18951,18456,18756,18956,,,15446,15646,17178,18390,17419,18019,18919
14753,15998,17008,14766,14753,15153,17543,,,18925,16154,17132,16761,19094,17406,20340,,,15548,17354,14740,17725,17360,17660,17960,,,16490,16800,19042,15959,16154,16454,16654,,,15218,15418,14283,16754,17601,18201,19101
15496,17830,17282,16167,17641,18041,17693,,,16291,18482,17804,18019,17178,20333,18971,,,14055,16037,17888,16487,18149,18449,18749,,,16203,16513,14544,17465,17100,17400,17600,,,17369,17569,15783,18442,18827,19427,20327
16154,13129,15033,15248,16232,16632,18319,,,16565,17452,16213,15365,17269,18703,18651,,,16024,14531,16435,14557,18951,19251,19551,,,15440,15750,16337,18358,18964,19264,19464,,,17349,17549,17367,15691,15965,16565,17465
12699,15470,17021,17452,15346,15746,19355,,,15717,16891,16298,17158,18710,17399,17484,,,17249,18045,15411,16650,19446,19746,20046,,,14032,14342,16917,19231,16943,17243,17443,,,17180,17380,18436,15092,18299,18899,19599
13547,13729,14818,16578,19427,19827,15528,,,14805,15965,16930,18781,16630,17693,20457,,,14648,17719,19101,17158,15522,15822,16122,,,13393,13703,17478,16161,19466,19766,19966,,,16873,17073,15737,18866,17028,17628,18328
14550,14544,16682,14355,18573,18973,17028,,,17660,16252,17419,16239,17517,16141,18892,,,16826,16493,16624,14674,16148,16448,16748,,,17422,17732,18182,17262,17608,17908,18108,,,14390,14590,17804,17973,19988,20588,21288
15196,14003,14642,13768,17588,17988,17621,,,18169,15828,17686,16637,19120,19140,17536,,,14368,15105,15646,17021,18032,18332,18632,,,16959,17269,14472,18416,19772,20072,20272,,,14598,14798,15652,16923,18312,18912,19612
16259,16793,16832,16213,16695,17095,17849,,,17334,15450,18090,18195,16787,18071,20633,,,16611,18677,15893,16024,19342,19642,19942,,,15310,15620,16187,16917,18214,18514,18714,,,14970,15170,14733,16154,16611,17211,17911
14153,15196,14740,15822,16004,16404,18390,,,16650,14785,16650,15809,18377,17034,19179,,,13814,14251,15463,18442,16004,16304,16604,,,14756,15066,16402,18240,17197,17497,17697,,,16411,16611,16747,17628,16532,17132,17832
15320,16441,13273,14348,16109,16509,19153,,,16558,15066,17178,17856,19890,16767,17973,,,14127,17341,16206,16787,18358,18658,18958,,,14501,14811,16213,16219,16545,16845,17045,,,16371,16571,14531,15711,17660,18260,18960
15183,16141,15750,14772,16487,16887,16558,,,15424,15646,17738,16519,17732,20164,20646,,,17745,16265,16663,14596,19785,20085,20385,,,13797,14107,17458,18071,19603,19903,20103,,,16808,17008,16995,18149,16741,17341,18041
16558,14055,16656,17119,16193,16593,19179,,,14713,14785,13912,17041,19453,18912,19733,,,16017,16174,15770,17054,16923,17223,17523,,,15746,16056,17856,15502,18684,18984,19184,,,18256,18456,17341,17732,19975,20575,21275
13631,17517,14831,16774,17862,18262,20855,,,15665,15085,16800,17797,17178,19212,19394,,,14348,15215,15372,16598,18403,18703,19003,,,15447,15757,14179,17113,17289,17589,17789,,,14181,14381,16148,17204,15926,16526,17226
15039,15874,14772,17804,17497,17897,17654,,,15059,17399,17549,18664,20607,18227,18918,,,16728,14505,15313,14674,19779,20079,20379,,,16020,16330,15965,18371,19081,19381,19581,,,16776,16976,14590,16617,17993,18593,19293
18312,14870,13240,17530,14896,15296,18632,,,14863,17047,19049,15105,19179,17334,19342,,,16030,18514,15802,17745,16343,16643,16943,,,16633,16943,16578,15874,17197,17497,17697,,,17343,17543,16695,16259,16956,17556,18256
15620,16213,14766,16056,14857,15257,19681,,,16174,16448,15450,16474,17491,16578,17067,,,13514,17073,15796,16324,17341,17641,17941,,,16353,16663,18208,18527,21024,21324,21524,,,13705,13905,17608,15998,15522,16122,16822
17667,14700,18149,15965,19583,19983,16415,,,17341,16285,15131,16950,19779,16604,20992,,,17262,16937,16539,14883,18977,19277,19577,,,16294,16604,16083,16298,19551,19851,20051,,,14637,14837,16017,14916,16545,17145,17845
15092,17256,14635,13957,14746,15146,17660,,,15874,18162,16356,17914,18755,20216,20274,,,16043,17067,16904,17686,18306,18606,18906,,,16281,16591,17347,18625,16096,16396,16596,,,17049,17249,19068,15717,15893,16493,17193
13553,15939,13097,13925,16904,17304,19127,,,15776,15013,17100,15483,19160,19153,17967,,,13677,17719,16852,16467,15854,16154,16454,,,15909,16219,14003,16187,19049,19349,19549,,,18542,18742,15946,15880,18143,18743,19443
15261,15926,16004,14661,15626,16026,16193,,,15581,14713,18136,18032,17797,18325,17628,,,16650,17171,16415,15483,17471,17771,18071,,,16505,16695,16571,18077,18279,18579,18779,,,16411,16611,18358,16278,17230,17830,18530
