98,128,256,512,1024,1280,1518,-,-,c98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,1518,-,-,98,128,256,512,1024,1280,c1518,-,-,98,128,256,512,1024,1280,1518
8051,9446,12816,9329,10111,10711,16259,,,9635,13116,9928,9381,10222,11122,13502,,,13564,12380,13876,10000,10574,10874,10936,,,12440,12503,17673,12353,16552,17352,17952,,,19160,18045,18971,19272,19778,19578,19978
6369,6763,6225,6128,6688,7288,7829,,,5782,6675,7175,6662,7536,8436,8736,,,5912,9322,7184,7334,6447,6747,6809,,,7049,7112,7757,6369,8546,9346,9946,,,7744,7914,7744,8409,8990,9590,10190
5821,5443,5169,6414,6617,7217,8070,,,5912,5234,5734,6017,6747,7647,7947,,,6943,6682,7464,6538,6806,7106,7168,,,7166,7229,6180,6023,8305,9105,9705,,,7399,7177,7236,6656,8103,8703,9303
5684,6421,6180,6630,7034,7634,8233,,,6154,6336,6836,6486,7823,8723,9023,,,7040,5502,5608,6812,6414,6714,6776,,,7101,7164,7634,6427,8168,8968,9568,,,7255,7444,6251,7946,8898,9498,10098
5782,9446,5919,5391,6284,6884,8501,,,6010,7536,8036,5899,7275,8175,8475,,,7197,5802,5908,6167,6506,6806,6868,,,7212,7275,7607,6890,7438,8238,8838,,,7529,7366,8181,8475,8364,8964,9564
6225,5658,5841,6388,7334,7934,9022,,,5971,6043,6543,6793,6401,7301,7601,,,7282,5000,5106,6141,6454,6754,6816,,,6964,7027,7979,6577,8644,9444,10044,,,7099,7523,7933,8233,8501,9101,9701
5873,4674,5306,6460,6643,7243,7255,,,6265,6943,7443,6708,6669,7569,7869,,,6969,5952,6058,6049,6734,7034,7096,,,6684,6747,7197,7471,8246,9046,9646,,,6388,5958,7464,8220,8755,9355,9955
6597,5528,5971,5691,7040,7640,7986,,,6036,5626,6126,6421,7079,7979,8279,,,7412,4680,4786,6949,6956,7256,7318,,,6703,6766,7073,6766,8396,9196,9496,,,7040,7079,7894,8533,9113,9713,10313
5476,6476,6662,6447,7516,8116,8077,,,6793,6551,7051,6675,7288,8188,8988,,,6975,5906,6012,6160,6245,6545,6607,,,6749,6812,7451,7282,8292,9092,9392,,,7288,7132,8090,8188,8540,9140,9740
5710,5658,6225,6714,7034,7634,8064,,,6154,5952,6452,6773,7360,8260,9060,,,6995,4869,4975,6636,6447,6747,6809,,,7153,7216,7119,6851,8305,9105,9405,,,7268,7810,7568,7725,8390,8990,9590
5704,5756,5208,6414,6564,7164,7197,,,6480,5195,5695,6447,7027,7927,8727,,,6623,6506,6612,6871,6636,6936,6998,,,6984,7047,7562,7712,8448,9248,9548,,,7282,6278,7823,7973,8618,9218,9818
5626,5828,5958,6506,6238,6838,8259,,,6271,6062,6562,6584,7092,7992,8792,,,6962,6141,6247,7216,6401,6701,6763,,,7316,7379,7386,7105,7249,8049,8349,,,7568,6786,7601,7875,8781,9481,10181
5554,6554,6284,5521,6291,6891,7229,,,5926,6695,7195,6688,7444,8344,9144,,,7066,5932,6038,6871,6375,6675,6737,,,7023,7086,7334,7373,7418,8218,8518,,,7764,6988,7712,7862,9146,9846,10546
5952,5541,6225,6408,7242,7842,8292,,,6017,6128,6628,6467,6923,6923,7723,,,7334,6877,6983,7340,6356,6656,6718,,,6834,6897,7138,7047,8305,9105,9405,,,7575,7001,7451,6910,8383,9083,9783
5802,4680,6506,6480,6819,7419,7673,,,5045,6147,6647,6493,7268,7420,8220,,,6414,6238,6344,6480,6610,6910,6972,,,6808,6871,7810,7692,8435,9235,9535,,,6975,7288,7242,7562,8820,9520,10220
5006,5013,5958,5639,7268,7868,7881,,,5919,5815,6315,6819,6369,6521,7321,,,6858,6062,6168,6238,6310,6610,6672,,,6853,6916,7210,7229,8370,9170,9470,,,6864,7614,7953,8103,8142,8842,9542
5828,6828,4811,6897,6564,7164,8025,,,6199,6414,6914,5932,7086,7238,8038,,,6780,5958,6064,5769,6310,6610,6672,,,7225,7288,8755,6480,9322,10122,10422,,,7490,7216,7360,7477,8735,9435,10135
6095,5939,5860,5632,7132,7732,8448,,,6134,6454,6954,6049,6382,6534,7334,,,7458,5476,5582,7562,6401,6701,6763,,,7016,7079,7373,7066,8285,9085,9385,,,7021,6753,7119,8031,8507,9207,9907
4315,5482,5150,6388,6630,7230,8422,,,6212,6408,6908,6773,7099,7251,8051,,,7171,6245,6351,6480,6662,6962,7024,,,6899,6962,7438,6251,7744,8544,8844,,,7242,7099,6643,7438,8605,9305,10005
5828,5704,5782,5684,7119,7719,9694,,,6036,7034,7534,6864,6356,6508,7308,,,6688,6017,6123,7308,6388,6688,6750,,,6893,6956,7679,6128,8285,9085,9385,,,7119,7373,7634,6473,7992,7872,8572
5450,6450,5104,5580,6493,7093,8012,,,5899,6597,7097,5886,6910,7062,7862,,,7490,6193,6299,6082,7705,8005,8067,,,6977,7040,7425,7314,8507,9307,9607,,,7816,7112,7751,8338,8585,8465,9165
4615,4713,6095,6356,6982,7582,7607,,,5971,6010,6510,6043,7444,7596,8396,,,7223,6219,6325,6695,7119,7419,7481,,,7134,7197,7177,6806,8077,8009,8309,,,7940,6773,7295,7803,8911,8791,9491
5736,5078,6421,6447,6610,7210,7236,,,6154,5150,5650,6388,8149,8301,9101,,,6962,4511,4617,6877,7203,7503,7565,,,7003,7066,7399,6871,8005,7937,8187,,,7229,6903,7425,7444,8742,8622,8742
5756,5834,6225,7405,7236,7836,8116,,,6036,4993,5493,6571,6421,6573,7373,,,7177,6023,6129,7262,6473,6773,6835,,,6697,6760,7712,6708,8103,8035,8285,,,8285,6721,7282,7842,8299,8179,8299
5736,4374,5939,7099,7092,7692,8005,,,6075,5965,6465,6832,7601,7753,8553,,,7829,4589,4695,6043,7399,7699,7761,,,7049,7112,7920,7399,7849,7781,8031,,,8077,7653,7262,7764,8272,8152,8272
5606,4615,5971,6727,6512,7112,8540,,,6180,5606,6106,6558,7399,7551,8351,,,6388,4948,6819,6519,6441,6741,6803,,,6788,6851,7001,6630,8116,8048,8298,,,8070,6708,7946,8318,8488,9118,9748
5769,5397,5156,6714,7412,8012,7718,,,6447,4915,5415,6897,7308,7460,8260,,,6721,5912,7105,5521,6662,6962,7562,,,7192,7255,7288,6871,7705,7637,7887,,,7770,7105,7014,7673,9289,9919,10549
5032,5717,6238,6949,6597,6597,8109,,,6017,5854,6354,6519,7164,7316,8116,,,5547,4537,6786,6108,6525,6825,7425,,,7160,7223,7197,7112,8162,8094,8344,,,7614,7060,7679,6519,8396,9026,9656
4628,5628,5319,6467,6330,6330,8070,,,6036,6499,6999,8064,7138,7114,7914,,,7588,5919,7425,7321,6388,6688,7288,,,6134,6734,7314,7431,8475,8407,8657,,,7516,6721,7471,8240,8344,8974,9604
4648,6017,6382,6265,7210,7210,8344,,,5032,6134,6017,6649,7164,7088,7888,,,7314,6701,7673,6669,6356,6856,7456,,,6329,6929,7627,6454,7849,7781,8031,,,7712,7295,7503,7973,8403,9033,9663
5065,5828,5182,6525,7340,7340,8096,,,6095,5365,5991,6812,7340,7114,7914,,,6910,4596,7431,6297,6656,7156,7756,,,6551,7151,7744,5828,8514,8446,8696,,,7458,7308,7229,8299,7497,8127,8757
5443,5443,6793,6975,6864,6864,8038,,,5000,5613,5469,6362,7301,7290,8090,,,7282,4583,7327,5554,6721,7221,7821,,,6851,7451,7425,6962,8155,8087,8687,,,7549,6988,7523,7171,9094,9724,10354
5782,4367,5906,6278,7164,7164,8605,,,4732,6199,6304,6467,7047,7251,8051,,,7053,5932,7477,8416,6649,7149,7749,,,6936,7536,7171,7236,8403,8335,8935,,,8175,7353,7783,8774,9537,10167,10797
6043,4628,5984,5658,7099,7099,7542,,,5912,6199,6049,7405,6382,6997,7797,,,7444,6780,7301,6284,6304,6804,7404,,,6545,7145,7184,6356,8240,8172,8772,,,7477,6982,7138,7353,8370,9000,9630
5847,4328,6238,6786,6610,6710,7138,,,5071,6675,6304,5528,7444,6332,7132,,,6851,4491,7692,5482,6623,7123,7723,,,6551,7151,5958,7438,7999,7931,8531,,,7471,7836,7138,8885,8344,8974,9604
5821,5847,6238,6929,6936,7036,7842,,,5997,5926,6186,6499,7431,7394,8194,,,6949,5782,7614,6832,7092,7592,8192,,,6069,6669,7575,7275,8038,7970,8570,,,7581,7001,7614,7770,8227,8857,9487
5782,6782,6082,6766,7047,7147,8103,,,5997,7418,6121,7223,7249,7381,8181,,,6975,6023,7203,5756,6323,6823,7423,,,6792,7392,7347,5965,8468,8400,9000,,,7171,6884,7021,7999,8977,9607,10237
6088,5652,5997,6662,6219,6319,8109,,,4485,6499,6017,7034,7549,7199,7999,,,6038,6238,6851,7060,6258,6758,7358,,,6434,7034,7288,6753,7797,7729,8329,,,7542,6793,7099,7666,8240,8870,9500
5763,5821,6180,5228,6675,6775,7725,,,6310,6297,5971,6819,7047,7499,8299,,,4409,4609,7053,6499,6597,7097,7697,,,6193,6793,5971,6545,8012,7944,8544,,,7255,7510,7092,8090,8455,9085,9715
5560,4413,5098,6643,7158,7258,8618,,,5932,6721,6284,6545,7223,6997,7797,,,4422,4622,7366,7242,6297,6797,7397,,,6206,6806,7718,6962,7946,7878,8478,,,7744,7340,7138,6610,8585,9215,9845
4609,5391,5932,6245,7001,7101,8044,,,7034,6030,5085,6884,6304,7173,7973,,,6006,6206,7829,6075,6747,7247,7847,,,6140,6740,7471,5547,8142,8074,8674,,,7099,6923,7770,7953,8481,9111,9741
4583,6075,5104,6538,7177,7277,7477,,,5919,5743,5078,6441,7014,6254,5654,,,6117,6317,6349,5912,6349,6849,6729,,,6682,7282,7242,6858,7953,7885,8485,,,7034,7151,7184,7738,9602,10232,10862
5795,5469,6232,6434,6551,6651,7718,,,5776,6258,5997,6604,7399,6964,6364,,,5752,5952,7158,7092,6636,7136,7016,,,6290,6890,7386,5854,7288,7220,7820,,,7295,7262,7203,7797,7986,8616,9246
5795,5730,5071,5626,7360,7460,8442,,,5919,6167,6571,6343,7386,7349,6749,,,5967,6167,6760,5515,6688,7188,7068,,,6088,6688,7881,7053,8149,8081,8681,,,6747,7451,7477,7764,7907,8537,9167
